"","X","prvblf","othblf","pubact","prvact","iden1","iden2","wave","sex","age","educ","work","ethnic","denom","marital","pubblf1","pubblf2","pubblf3","pubblf4","prvblf2","prvblf3","prvblf4","othblf2","pubact2","prvact2","pubact3"
"4186",1737,8,9,3,1,2,2,"3","Male",41,"Degree","Unemployed","Black","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4187",1738,3,7,5,1,1,3,"3","Female",44,"High School","Other","White","Christian","Married",NA,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4191",1742,9,9,2,1,2,3,"3","Female",54,"Some College","Housewife","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4192",1743,9,9,6,1,2,3,"3","Female",81,"High School","Unemployed","White","Christian","Widowed",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4193",1744,9,7,1,1,2,3,"3","Female",57,"Some College","Full Time","Other","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4194",1745,9,9,5,1,2,3,"3","Male",44,"Some College","Other","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4195",1746,0,8,0,0,1,1,"3","Male",59,"Some College","Unemployed","White","Christian","Separated",3,NA,NA,NA,NA,NA,2,NA,NA,2,0
"4196",1747,9,9,5,1,1,3,"3","Male",83,"High School","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,4,2
"4197",1748,9,9,5,1,2,2,"3","Male",20,"Some College","Other","White","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4198",1749,9,6,5,1,2,2,"3","Female",61,"Degree","Part Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4199",1750,9,9,6,1,2,3,"3","Male",37,"Primary School","Full Time","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4201",1752,9,8,5,1,2,3,"3","Male",41,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4202",1753,9,9,6,1,2,3,"3","Female",31,"Degree","Housewife","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4203",1754,9,9,5,1,2,3,"3","Female",39,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4204",1755,9,9,6,1,2,3,"3","Male",59,"Some College","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4205",1756,4,9,1,0,2,1,"3","Male",68,"High School","Unemployed","White","Christian","Widowed",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4206",1757,9,9,5,1,2,3,"3","Female",44,"High School","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4207",1758,9,9,5,1,2,2,"3","Male",68,"Degree","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4209",1760,0,9,0,0,0,0,"3","Male",50,"Degree","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,2,NA,NA,2,0
"4211",1762,9,9,3,1,2,3,"3","Male",65,"Some College","Unemployed","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4212",1763,6,8,4,1,2,2,"3","Female",48,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4213",1764,9,9,5,1,2,3,"3","Female",69,"Some College","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4216",1767,9,9,3,1,2,3,"3","Male",55,"Some College","Full Time","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4217",1768,9,5,1,1,0,2,"3","Female",35,"High School","Other","White","Other","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,4,1
"4218",1769,2,6,2,0,0,0,"3","Male",25,"Primary School","Unemployed","White","Judaism","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4219",1770,8,9,5,1,2,2,"3","Female",66,"High School","Unemployed","White","Christian","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4220",1771,9,9,5,1,2,3,"3","Female",40,"High School","Self Employed","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4221",1772,8,9,4,1,2,3,"3","Female",40,"Degree","Full Time","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4224",1775,9,9,4,1,2,2,"3","Male",54,"High School","Unemployed","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4226",1777,8,4,0,1,2,1,"3","Male",53,"High School","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4227",1778,9,9,6,1,2,3,"3","Male",41,"Degree","Self Employed","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4229",1780,8,8,4,1,2,2,"3","Female",24,"Degree","Full Time","White","Christian","Single",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4230",1781,9,9,5,1,2,3,"3","Male",30,"Degree","Full Time","White","Christian","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4231",1782,9,9,5,1,2,3,"3","Female",58,"High School","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4232",1783,7,8,1,1,2,2,"3","Male",29,"High School","Full Time","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4233",1784,9,9,6,1,2,3,"3","Male",42,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4235",1786,5,9,0,1,2,1,"3","Female",36,"Degree","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4237",1788,9,9,6,1,2,3,"3","Female",36,"High School","Housewife","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4238",1789,4,5,1,0,1,1,"3","Female",49,"High School","Full Time","White","Catholic","Married",4,NA,NA,NA,NA,NA,1,NA,NA,4,0
"4239",1790,9,9,5,1,2,3,"3","Male",42,"Degree","Full Time","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4240",1791,9,9,4,1,2,3,"3","Male",48,"Some College","Full Time","White","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4241",1792,9,5,5,1,2,3,"3","Female",56,"Some College","Full Time","Black","Other","Separated",4,NA,NA,NA,NA,NA,1,NA,NA,4,2
"4242",1793,6,9,4,1,2,2,"3","Male",49,"Some College","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4244",1795,9,9,5,1,2,3,"3","Male",51,"High School","Full Time","Hispanic","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4245",1796,6,9,1,0,2,1,"3","Female",61,"High School","Unemployed","White","Catholic","Single",NA,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4246",1797,9,9,1,1,2,2,"3","Female",20,"High School","Full Time","Hispanic","Catholic","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4250",1801,7,9,3,1,2,1,"3","Female",63,"Degree","Unemployed","White","Catholic","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4251",1802,9,9,5,1,2,3,"3","Male",46,"Some College","Full Time","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4252",1803,9,9,6,1,2,3,"3","Female",48,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4253",1804,9,8,0,1,2,3,"3","Female",50,"Degree","Housewife","White","Other","Married",4,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4254",1805,7,4,4,1,1,2,"3","Female",36,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4256",1807,5,9,2,0,2,1,"3","Female",68,"Degree","Unemployed","White","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4257",1808,9,9,6,1,2,3,"3","Female",63,"High School","Unemployed","White","Christian","Widowed",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4259",1810,0,7,0,0,1,1,"3","Female",20,"High School","Full Time","Other","Other","Single",4,NA,NA,NA,NA,NA,2,NA,NA,2,2
"4260",1811,9,8,4,1,2,3,"3","Male",46,"Some College","Full Time","Black","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4262",1813,0,9,4,0,1,1,"3","Male",44,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,2,NA,NA,3,1
"4265",1816,9,9,1,1,2,2,"3","Female",69,"Degree","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4268",1819,9,6,1,1,2,3,"3","Male",29,"Some College","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4269",1820,5,9,2,NA,2,1,"3","Male",44,"Degree","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4270",1821,6,8,1,1,2,1,"3","Male",56,"Degree","Full Time","White","Other","Single",3,NA,NA,NA,NA,NA,2,NA,NA,1,1
"4273",1824,6,3,0,0,2,3,"3","Male",36,"High School","Other","Black","Other","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4274",1825,0,9,4,0,1,2,"3","Female",78,"Degree","Full Time","White","Judaism","Widowed",3,NA,NA,NA,NA,NA,2,NA,NA,2,2
"4275",1826,6,5,3,0,2,3,"3","Male",22,"High School","Other","Hispanic","Catholic","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4279",1830,9,9,6,1,2,3,"3","Female",59,"High School","Full Time","Black","Christian","Separated",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4280",1831,9,9,6,1,2,3,"3","Female",48,"Degree","Unemployed","Black","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4282",1833,9,9,4,1,2,3,"3","Female",53,"High School","Unemployed","Black","Christian","Widowed",1,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4283",1834,9,9,6,1,2,3,"3","Male",48,"High School","Unemployed","White","Other","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4284",1835,9,9,0,1,2,3,"3","Female",66,"High School","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4286",1837,9,2,0,0,1,1,"3","Female",23,"Some College","Full Time","White","Christian","Single",3,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4289",1840,1,9,1,0,2,3,"3","Female",18,"High School","Other","White","Other","Single",4,NA,NA,NA,NA,NA,2,NA,NA,1,0
"4290",1841,9,9,4,1,2,2,"3","Female",41,"Degree","Full Time","White","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4293",1844,6,3,6,1,2,3,"3","Female",43,"High School",NA,"White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4295",1846,0,9,4,0,2,2,"3","Female",31,"Degree","Self Employed","White","Other","Married",4,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4297",1848,9,9,5,1,2,3,"3","Female",44,"High School","Full Time","White","Other","Separated",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4299",1850,9,9,6,1,2,3,"3","Male",65,"High School","Full Time","Black","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4300",1851,5,8,0,0,2,0,"3","Male",52,"Some College","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4301",1852,8,9,0,1,2,2,"3","Female",61,"High School","Unemployed","White","Christian","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4302",1853,9,9,5,1,2,3,"3","Female",66,"Degree","Full Time","White","Catholic","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4303",1854,9,9,6,1,2,3,"3","Female",67,"Some College","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4304",1855,6,NA,1,1,2,2,"3","Male",74,"High School","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4306",1857,9,9,6,1,2,3,"3","Male",80,"High School","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4307",1858,2,7,2,0,1,1,"3","Male",60,"Some College","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4308",1859,5,5,5,1,2,2,"3","Male",29,"High School","Full Time","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4309",1860,9,9,2,1,2,3,"3","Female",45,"High School","Housewife","White","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4310",1861,9,9,5,1,2,3,"3","Male",57,"Degree","Self Employed","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4311",1862,8,9,6,1,2,3,"3","Male",42,"High School","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4312",1863,9,9,4,1,2,2,"3","Female",62,"Degree","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,NA,NA,NA,2,1
"4314",1865,9,NA,5,1,2,3,"3","Male",35,"Some College",NA,"White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4317",1868,6,9,4,1,2,1,"3","Male",40,"High School","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4318",1869,9,9,5,1,2,3,"3","Female",56,"High School",NA,"White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4319",1870,9,9,1,1,1,3,"3","Female",24,"High School","Other","Black","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4320",1871,9,9,6,1,2,3,"3","Female",52,"Degree","Part Time","Other","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4322",1873,9,9,5,1,2,3,"3","Male",71,"Some College","Housewife","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4323",1874,9,9,6,1,2,3,"3","Female",63,"High School","Full Time","White","Christian","Widowed",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4324",1875,9,9,6,1,2,3,"3","Female",38,"Some College","Other","Black","Other","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4325",1876,9,9,NA,1,2,3,"3","Female",42,"Some College","Full Time","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4327",1878,8,9,3,1,2,2,"3","Female",28,"Degree","Self Employed","Other","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4328",1879,0,0,0,0,1,1,"3","Male",52,"High School","Part Time","Other","Christian","Married",3,NA,NA,NA,NA,NA,2,NA,NA,3,0
"4329",1880,9,8,5,1,2,3,"3","Male",75,"Degree","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4331",1882,9,9,5,1,2,3,"3","Male",72,"High School","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,4,2
"4332",1883,9,9,5,1,2,3,"3","Male",57,"Degree","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4334",1885,9,9,6,1,2,3,"3","Female",75,"High School","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4335",1886,9,9,3,0,2,3,"3","Male",71,"Degree","Unemployed","Black","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4337",1888,7,9,4,1,2,2,"3","Female",40,"Degree","Full Time","White","Christian","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4339",1890,9,9,2,1,2,3,"3","Female",60,"High School","Full Time","White","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4341",1892,5,7,0,0,1,1,"3","Female",28,"Degree","Part Time","White","Judaism","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4344",1895,9,5,5,1,2,3,"3","Female",55,"Some College","Other","Black","Other","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4345",1896,9,9,1,1,2,3,"3","Male",39,"Some College","Part Time","Black","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4347",1898,7,0,1,0,2,3,"3","Male",68,"Primary School","Full Time","Hispanic","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4348",1899,9,9,3,1,2,3,"3","Female",41,"Some College","Unemployed","Black","Other","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4349",1900,9,5,6,1,2,3,"3","Female",54,"High School","Self Employed","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4351",1902,9,9,5,1,2,2,"3","Female",22,"High School","Other","Other","Catholic","Single",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4353",1904,9,2,3,1,2,2,"3","Female",27,"High School","Housewife","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4354",1905,9,9,5,1,2,3,"3","Female",39,"Primary School","Full Time","Hispanic","Catholic","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4355",1906,0,3,5,0,1,0,"3","Female",18,"High School","Part Time","White","Catholic","Single",4,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4356",1907,9,8,5,1,2,3,"3","Female",47,"Degree","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4357",1908,9,NA,5,1,2,3,"3","Female",69,"High School","Unemployed","Black","Christian","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4358",1909,9,9,6,1,2,3,"3","Female",52,"High School","Part Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4359",1910,6,9,5,1,2,2,"3","Male",27,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4361",1912,9,6,5,1,2,3,"3","Female",39,"High School","Self Employed","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4362",1913,9,9,1,1,2,3,"3","Female",51,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4363",1914,7,9,2,1,2,1,"3","Male",61,"Degree","Unemployed","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4364",1915,8,8,4,1,2,3,"3","Male",53,"Degree","Self Employed","Hispanic","Christian","Married",NA,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4365",1916,9,9,1,1,2,2,"3","Female",46,"High School","Housewife","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4366",1917,5,9,3,1,1,1,"3","Male",46,"Some College","Full Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4367",1918,9,8,4,1,2,3,"3","Male",24,"Degree","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4369",1920,9,9,4,1,2,3,"3","Female",38,"High School","Unemployed","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4370",1921,9,9,6,1,2,3,"3","Female",43,"Degree","Part Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4371",1922,4,9,5,1,1,3,"3","Female",50,"Degree","Part Time","Other","Other","Married",2,NA,NA,NA,NA,NA,2,NA,NA,1,1
"4372",1923,4,5,5,1,2,2,"3","Female",58,"High School","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4374",1925,9,9,4,1,2,3,"3","Male",21,"Some College","Other","Black","Other","Single",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4375",1926,9,9,6,1,2,3,"3","Male",79,"Degree","Unemployed","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4376",1927,1,9,2,0,2,1,"3","Male",20,"High School","Self Employed","White","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4378",1929,9,9,6,1,2,3,"3","Male",34,"High School","Full Time","White","Other","Married",4,NA,NA,NA,NA,NA,1,NA,NA,4,2
"4379",1930,6,9,2,1,2,2,"3","Female",49,"Degree","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4380",1931,9,9,3,1,2,3,"3","Male",49,"High School","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4385",1936,9,8,1,1,2,2,"3","Female",36,"High School","Full Time","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,0
"4386",1937,9,9,5,1,2,3,"3","Female",58,"Degree","Housewife","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4387",1938,9,9,1,1,2,3,"3","Male",23,"High School","Part Time","Hispanic","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4392",1943,7,9,2,1,2,3,"3","Female",24,"Degree","Full Time","White","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4393",1944,9,9,3,1,2,3,"3","Male",63,"High School","Unemployed","White","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4396",1947,5,9,3,1,2,2,"3","Male",70,"Degree","Part Time","White","Catholic","Single",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4397",1948,9,9,5,1,2,3,"3","Female",48,"Some College","Full Time","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4398",1949,7,9,4,1,2,2,"3","Female",32,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,2
"4400",1951,9,9,5,1,2,3,"3","Female",54,"Degree","Full Time","Other","Other","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4402",1953,9,9,5,1,2,3,"3","Male",55,"Degree","Self Employed","White","Christian","Separated",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4403",1954,9,9,NA,1,2,3,"3","Male",35,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4404",1955,9,9,1,1,2,3,"3","Male",38,"High School","Self Employed","White","Other","Separated",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4405",1956,9,9,6,1,2,3,"3","Female",59,"Some College","Full Time","Black","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4406",1957,9,9,5,1,2,3,"3","Male",67,"High School","Unemployed","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4407",1958,2,9,0,0,1,1,"3","Female",54,"Degree","Full Time","White","Judaism","Single",4,NA,NA,NA,NA,NA,2,NA,NA,1,0
"4408",1959,9,9,6,1,2,3,"3","Female",34,"High School","Unemployed","Black","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4409",1960,9,2,5,1,2,3,"3","Male",25,"Degree","Full Time","Black","Other","Single",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4410",1961,7,9,5,1,2,2,"3","Male",59,"Degree","Full Time","White","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4411",1962,8,9,5,1,1,2,"3","Female",45,"Degree","Housewife","White","Judaism","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4413",1964,9,9,6,1,2,3,"3","Male",74,"Primary School","Unemployed","Black","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4415",1966,9,9,6,1,2,3,"3","Female",55,"Some College","Part Time","Hispanic","Christian","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4416",1967,9,4,5,1,2,3,"3","Male",58,"Degree","Full Time","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4418",1969,7,9,3,1,2,3,"3","Male",55,"High School","Full Time","Other","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,0
"4419",1970,9,7,4,1,2,2,"3","Female",37,"High School","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4420",1971,6,8,3,1,2,1,"3","Male",56,"Some College","Self Employed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4423",1974,9,5,5,1,2,3,"3","Male",50,"Degree","Full Time","White","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4426",1977,9,0,5,1,2,2,"3","Female",34,"Primary School","Housewife","Hispanic","Catholic","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4428",1979,9,3,5,1,1,2,"3","Male",62,"High School","Full Time","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4429",1980,2,9,0,0,1,1,"3","Male",28,"Degree","Other","White","Christian","Married",3,NA,NA,NA,NA,NA,1,NA,NA,4,0
"4430",1981,7,9,0,0,0,0,"3","Male",20,"High School",NA,"Hispanic","Catholic","Single",4,NA,NA,NA,NA,NA,1,NA,NA,4,0
"4431",1982,9,0,6,1,2,3,"3","Male",20,"High School","Housewife","Hispanic","Other","Separated",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4434",1985,9,9,1,1,2,3,"3","Female",52,"High School","Other","White","Other","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4435",1986,9,9,5,1,2,3,"3","Female",39,"High School","Full Time","Hispanic","Catholic","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4436",1987,9,4,0,1,2,2,"3","Female",51,"High School","Part Time","White","Catholic","Married",3,NA,NA,NA,NA,NA,1,NA,NA,2,0
"4437",1988,9,7,5,1,2,3,"3","Female",76,"Degree","Unemployed","Black","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4438",1989,7,9,5,1,2,2,"3","Female",58,"High School","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4439",1990,9,9,6,1,2,3,"3","Female",40,"Some College","Part Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4440",1991,7,9,4,1,2,2,"3","Female",18,"High School","Part Time","Hispanic","Catholic","Single",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4441",1992,6,8,4,1,2,2,"3","Female",47,"Degree","Unemployed","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4443",1994,9,9,6,NA,2,3,"3","Male",59,"High School","Full Time","White","Christian","Widowed",2,NA,NA,NA,NA,NA,1,NA,NA,1,1
"4445",1996,8,9,5,1,2,1,"3","Female",31,"Degree","Full Time","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4446",1997,6,4,0,0,2,2,"3","Male",50,"High School","Unemployed","White","Other","Separated",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4447",1998,9,8,4,1,2,3,"3","Male",31,"Some College","Full Time","White","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,2,2
"4448",1999,7,9,4,1,2,2,"3","Male",36,"High School","Full Time","White","Other","Married",2,NA,NA,NA,NA,NA,1,NA,NA,3,1
"4450",2001,6,4,3,1,2,3,"3","Female",23,"High School","Unemployed","Hispanic","Catholic","Single",2,NA,NA,NA,NA,NA,1,NA,NA,2,1
"4452",2003,8,9,5,1,2,3,"3","Female",75,"Some College","Unemployed","White","Christian","Married",1,NA,NA,NA,NA,NA,1,NA,NA,1,2
"4455",2006,9,9,6,1,2,3,"3","Female",62,"Degree","Full Time","Black","Christian","Married",2,NA,NA,NA,NA,NA,1,NA,NA,1,2
