"","pubblf1","prvblf4","othblf","pubact","pubact3","prvact","prvact2","iden1","iden2","prvblf","wave","sex","age","educ","work","ethnic","denom","marital"
"1978",3,2,1,7,0,0,1,3,3,1,3,"Female",66,"Degree","Part Time","White","None","Married"
"1979",3,1,7,2,2,1,1,2,2,10,3,"Male",62,"High School","Full Time","White","Christian","Married"
"1980",3,1,1,7,0,0,4,2,3,3,3,"Male",28,"Degree","Other","White","Christian","Married"
"1981",4,1,1,7,0,0,4,3,4,8,3,"Male",20,"High School",NA,"Hispanic","Catholic","Single"
"1982",3,1,10,1,0,1,2,1,1,10,3,"Male",20,"High School","Housewife","Hispanic","Other","Separated"
"1983",4,1,1,7,0,1,2,2,4,4,3,"Female",29,"Some College","Part Time","White","None","Married"
"1984",2,1,1,4,1,1,1,1,2,10,3,"Female",23,"Degree","Full Time","White","None","Married"
"1985",1,1,1,6,1,1,2,1,1,10,3,"Female",52,"High School","Other","White","Other","Married"
"1986",1,1,1,2,2,1,2,1,1,10,3,"Female",39,"High School","Full Time","Hispanic","Catholic","Married"
"1987",3,1,6,7,0,1,2,1,2,10,3,"Female",51,"High School","Part Time","White","Catholic","Married"
"1988",2,1,3,2,2,1,1,1,1,10,3,"Female",76,"Degree","Unemployed","Black","Other","Married"
"1989",2,1,1,2,1,1,3,1,2,8,3,"Female",58,"High School","Unemployed","White","Christian","Married"
"1990",1,1,1,1,2,1,2,1,1,10,3,"Female",40,"Some College","Part Time","White","Christian","Married"
"1991",1,1,1,3,1,1,2,1,2,8,3,"Female",18,"High School","Part Time","Hispanic","Catholic","Single"
"1992",2,1,2,3,1,1,2,1,2,7,3,"Female",47,"Degree","Unemployed","White","Christian","Married"
"1993",1,1,1,2,2,1,1,1,1,10,3,"Male",47,"Degree","Full Time","White","None","Married"
"1994",2,1,1,1,1,NA,1,1,1,10,3,"Male",59,"High School","Full Time","White","Christian","Widowed"
"1995",3,1,6,6,0,1,2,2,2,6,3,"Male",62,"High School","Unemployed","White","None","Married"
"1996",1,1,1,2,1,1,2,1,3,9,3,"Female",31,"Degree","Full Time","White","Christian","Married"
"1997",2,1,6,7,1,0,2,1,2,7,3,"Male",50,"High School","Unemployed","White","Other","Separated"
"1998",2,1,2,3,2,1,2,1,1,10,3,"Male",31,"Some College","Full Time","White","Christian","Married"
"1999",2,1,1,3,1,1,3,1,2,8,3,"Male",36,"High School","Full Time","White","Other","Married"
"2000",3,1,5,6,0,0,2,2,3,8,3,"Male",28,"Some College","Full Time","White","None","Married"
"2001",2,1,6,4,1,1,2,1,1,7,3,"Female",23,"High School","Unemployed","Hispanic","Catholic","Single"
"2002",2,1,1,1,2,1,1,2,1,10,3,"Male",20,"Some College","Full Time","White","None","Single"
"2003",1,1,1,2,2,1,1,1,1,9,3,"Female",75,"Some College","Unemployed","White","Christian","Married"
"2004",3,1,1,7,0,1,1,1,2,10,3,"Male",60,"Some College","Other","White","None","Separated"
"2005",4,1,1,7,0,0,3,2,3,5,3,"Male",49,"High School","Full Time","White","None","Married"
"2006",2,1,1,1,2,1,1,1,1,10,3,"Female",62,"Degree","Full Time","Black","Christian","Married"
"2007",2,1,1,3,1,1,4,2,3,7,3,"Female",47,"Degree","Part Time","White","Catholic","Married"
"2008",3,1,1,7,1,1,1,1,2,10,3,"Female",41,"Degree","Full Time","White","Christian","Married"
"2009",1,1,2,2,2,1,1,1,1,10,3,"Female",19,"High School","Other","White","Christian","Single"
"2010",3,1,1,7,1,0,2,2,4,2,3,"Female",66,"Degree","Part Time","Other","Christian","Single"
"2011",3,1,2,5,0,0,3,2,3,4,3,"Male",29,"Degree","Full Time","White","None","Single"
"2012",1,1,1,2,2,1,1,1,1,10,3,"Male",52,"High School","Self Employed","Other","Other","Married"
"2013",3,1,1,6,1,1,2,1,1,10,3,"Male",75,"High School","Unemployed","White","Christian","Married"
"2014",2,1,1,2,2,1,1,1,1,10,3,"Female",38,"Degree","Full Time","White","Catholic","Married"
"2015",2,1,1,7,1,1,2,1,2,9,3,"Female",42,"High School","Other","White","Catholic","Separated"
"2016",1,1,1,2,2,1,1,1,1,10,3,"Female",61,"High School","Housewife","White","Christian","Married"
"2017",2,1,1,2,2,1,1,1,1,10,3,"Female",56,"High School","Other","White","Other","Separated"
"2018",1,1,1,1,2,1,1,1,1,10,3,"Male",64,"Degree","Unemployed","White","Christian","Married"
"2019",1,1,2,3,1,1,3,1,1,10,3,"Female",40,"Some College","Unemployed","Black","Christian","Single"
"2020",3,1,1,7,1,1,2,2,3,7,3,"Male",31,"Degree","Full Time","White","Catholic","Married"
"2021",2,1,1,4,1,1,2,1,2,9,3,"Female",61,"Degree","Full Time","White","Catholic","Married"
"2022",3,1,1,4,0,0,2,1,3,10,3,"Female",38,"High School","Other","Hispanic","Catholic","Married"
"2023",2,1,1,3,2,1,2,1,2,10,3,"Female",55,"Degree","Full Time","White","Christian","Married"
"2024",3,1,1,4,0,1,3,NA,3,10,3,"Male",25,"Degree","Full Time","White","Christian","Single"
"2025",2,1,1,3,1,1,2,1,2,10,3,"Male",49,"High School","Housewife","White","Catholic","Single"
"2026",2,1,5,6,0,NA,1,1,1,NA,3,"Female",21,"Some College","Self Employed","White","None","Married"
"2027",NA,1,NA,7,NA,0,3,3,4,9,3,"Male",29,"Degree",NA,"Hispanic","Other","Married"
"2028",1,1,1,7,0,0,2,1,3,7,3,"Female",51,"High School","Full Time","White","None","Widowed"
"2029",4,2,1,7,0,0,1,3,4,1,3,"Female",22,"Degree","Other","White","None","Single"
"2030",3,1,1,1,2,1,1,1,1,10,3,"Male",48,"Primary School","Full Time","Hispanic","Christian","Married"
"2031",2,1,1,2,2,1,2,1,1,10,3,"Male",49,"Degree","Full Time","Black","Christian","Married"
"2032",2,1,3,2,2,1,3,2,2,7,3,"Male",50,"Degree","Full Time","White","Catholic","Married"
"2033",2,1,1,2,2,1,2,1,1,10,3,"Female",62,"Degree","Full Time","White","Other","Married"
"2034",2,1,1,2,2,1,1,1,1,10,3,"Male",43,"Some College","Full Time","White","Christian","Married"
"2035",2,1,3,2,2,1,2,1,1,10,3,"Male",62,"Degree","Part Time","White","Catholic","Married"
"2036",3,1,1,6,1,0,1,2,2,10,3,"Male",42,"High School","Full Time","Black","None","Married"
"2037",3,1,1,7,1,0,1,1,3,8,3,"Female",54,"Degree","Full Time","White","Christian","Single"
"2038",2,1,1,5,1,0,3,2,3,7,3,"Female",54,"Degree","Full Time","White","Christian","Single"
"2039",2,1,1,6,1,1,1,1,2,7,3,"Male",52,"Some College","Full Time","Black","Christian","Separated"
"2040",2,1,2,1,2,1,1,1,1,10,3,"Female",74,"High School","Unemployed","White","Catholic","Widowed"
"2041",3,1,1,7,0,0,2,2,3,3,3,"Male",46,"High School","Full Time","White","Catholic","Single"
"2042",1,1,1,1,2,1,1,1,1,10,3,"Female",24,"Some College","Full Time","Hispanic","Catholic","Married"
"2043",3,1,1,5,0,0,3,2,4,1,3,"Female",68,"Degree","Unemployed","White","None","Married"
"2044",3,1,1,4,1,1,1,2,3,6,3,"Male",52,"Degree","Full Time","White","Christian","Single"
"2045",4,1,NA,6,1,1,2,1,3,6,3,"Female",31,"Some College","Full Time","White","Catholic","Married"
"2046",1,1,6,7,1,1,4,1,2,9,3,"Male",28,"High School","Full Time","White",NA,"Married"
"2047",4,2,1,7,0,0,3,3,4,1,3,"Male",31,"Degree","Full Time","White","None","Single"
"2048",3,1,2,3,1,NA,2,2,3,4,3,"Female",43,"Some College","Full Time","White","Other","Married"
"2049",3,1,4,6,1,1,2,1,3,9,3,"Male",23,"Some College","Unemployed","White","Christian","Single"
"2050",2,1,1,3,1,1,1,1,3,7,3,"Female",30,"Degree","Full Time","White","Catholic","Married"
"2051",3,1,1,2,2,1,1,1,1,10,3,"Female",44,"Primary School","Housewife","Hispanic","Catholic","Married"
"2052",1,1,1,1,2,1,NA,1,1,10,3,"Female",56,"Some College","Unemployed","Black","Other","Married"
"2053",3,1,1,7,1,1,1,1,2,8,3,"Female",52,"Some College","Housewife","White","Catholic","Married"
"2054",2,1,1,2,2,1,2,1,1,10,3,"Female",61,"High School","Housewife","White","Catholic","Married"
"2055",3,1,6,6,0,1,2,1,3,5,3,"Male",51,"High School","Part Time","Hispanic","None","Married"
"2056",3,1,5,6,0,1,4,2,3,10,3,"Female",51,"High School","Housewife","White","None","Separated"
"2057",2,1,1,3,1,1,2,1,2,10,3,"Male",26,"Primary School","Unemployed","Hispanic","Catholic","Married"
"2058",1,1,7,NA,1,0,1,1,1,8,3,"Male",28,"High School","Full Time","White","Christian","Married"
"2059",3,1,1,2,2,1,1,1,2,10,3,"Female",57,"Degree","Self Employed","White","None","Married"
"2060",2,1,1,2,2,1,2,2,1,10,3,"Female",41,"High School","Housewife","White","None","Married"
"2061",2,1,8,6,1,0,3,2,2,7,3,"Female",33,"High School","Full Time","White","Other","Married"
"2062",2,1,3,3,1,1,2,1,2,7,3,"Female",72,"High School","Unemployed","White","Other","Married"
"2063",2,1,8,2,1,1,2,1,1,7,3,"Female",66,"High School","Unemployed","Black","Catholic","Separated"
"2064",1,1,1,1,2,1,1,1,1,10,3,"Male",21,"Some College","Full Time","Black","Judaism","Single"
"2065",2,1,1,7,0,0,2,2,3,8,3,"Male",23,"High School","Unemployed","White","None","Single"
"2066",1,1,7,5,1,0,1,2,4,7,3,"Male",25,"Degree","Full Time","White","Christian","Married"
"2067",3,1,1,NA,1,1,4,1,3,8,3,"Male",44,"Degree","Full Time","White","Christian","Married"
"2068",2,1,1,2,2,1,2,1,1,10,3,"Female",47,"Degree","Full Time","White","Other","Married"
"2069",3,NA,1,3,2,1,2,2,2,10,3,"Female",64,"Degree","Other","White","Other","Married"
"2070",4,1,1,7,0,1,1,1,1,10,3,"Female",45,"High School","Self Employed","Hispanic","None","Married"
"2071",2,1,1,7,0,1,1,1,2,10,3,"Female",71,"High School","Unemployed","White","Catholic","Married"
"2072",3,1,2,4,1,1,2,1,2,5,3,"Male",41,"High School","Full Time","White","Christian","Married"
"2073",2,1,1,6,0,1,3,1,3,10,3,"Female",53,"Some College","Full Time","White","None","Married"
"2074",2,1,2,1,2,1,1,1,3,10,3,"Female",54,"Degree","Part Time","White","None","Separated"
"2075",3,2,5,4,0,1,2,2,2,5,3,"Female",46,"Degree","Full Time","Black","None","Single"
"2076",1,1,1,1,2,1,1,1,1,10,3,"Female",56,"Degree","Part Time","White","Other","Separated"
"2077",3,1,1,7,0,1,2,1,3,10,3,"Female",53,"Degree","Full Time","Other","None","Single"
"2078",2,1,1,7,1,1,1,1,1,10,3,"Female",59,"High School","Other","White","Christian","Separated"
"2079",2,1,1,2,2,1,1,1,1,10,3,"Female",50,"High School","Housewife","White","Christian","Married"
"2080",3,1,5,6,1,1,2,NA,2,5,3,"Male",58,"Some College","Full Time","White","Catholic","Married"
"2081",2,1,1,6,2,1,1,1,1,10,3,"Male",34,"Degree","Full Time","White","Christian","Widowed"
"2082",2,1,2,1,2,1,1,1,1,10,3,"Female",58,"Degree","Full Time","Black","Christian","Separated"
"2083",2,1,1,3,1,1,1,1,3,10,3,"Male",63,"Degree","Full Time","Hispanic","Catholic","Married"
"2084",2,1,1,5,0,1,2,2,2,8,3,"Male",58,"High School","Full Time","White","Christian","Married"
"2085",2,1,1,1,2,1,1,1,1,10,3,"Female",39,"Some College","Part Time","White","Christian","Married"
"2086",2,1,1,1,2,1,1,1,1,10,3,"Female",57,"Degree","Housewife","White","Other","Married"
"2087",2,1,1,2,2,1,1,1,2,10,3,"Male",42,"Degree","Full Time","White","Christian","Married"
"2088",2,1,1,1,2,1,1,1,1,10,3,"Male",28,"Degree","Full Time","Black","Other","Married"
"2089",3,1,1,4,0,1,1,1,1,10,3,"Male",50,"High School","Full Time","Hispanic","Catholic","Married"
"2090",2,1,1,3,0,1,2,1,2,10,3,"Female",25,"High School","Housewife","Hispanic","Catholic","Married"
"2091",2,1,1,2,2,1,2,1,1,10,3,"Male",44,"Some College","Full Time","Black","Other","Single"
"2092",NA,1,3,3,2,1,3,1,1,10,3,"Male",52,"Degree","Self Employed","Black","Other","Separated"
"2093",2,1,5,7,0,0,2,2,3,7,3,"Female",22,"Some College","Unemployed","Black","None","Single"
"2094",2,1,1,1,2,1,3,2,1,10,3,"Female",33,"Some College","Full Time","White","Other","Married"
"2095",2,1,2,1,2,1,1,1,1,10,3,"Female",28,"Degree","Unemployed","Black","None","Single"
"2096",3,1,2,7,0,0,3,2,4,6,3,"Male",34,"Some College","Full Time","White","None","Married"
"2097",2,1,3,4,1,1,2,1,2,10,3,"Male",62,"High School","Unemployed","White","Christian","Single"
"2098",3,1,2,6,1,1,3,1,3,9,3,"Female",37,"Degree","Housewife","White","Catholic","Married"
"2099",1,1,7,7,0,0,2,2,3,7,3,"Male",43,"High School","Full Time","White","Other","Married"
"2100",3,1,1,6,1,NA,1,1,1,10,3,"Female",68,"Some College","Unemployed","White","Christian","Separated"
"2101",1,1,1,2,2,1,1,1,1,10,3,"Female",46,"Some College","Full Time","White","Other","Separated"
"2102",1,1,1,2,1,1,4,1,2,10,3,"Male",20,"High School","Full Time","Hispanic","Christian","Married"
"2103",1,1,3,2,2,1,1,1,2,8,3,"Male",53,"Some College","Full Time","White","Christian","Married"
"2104",2,1,1,2,2,1,2,1,2,10,3,"Male",26,"Degree","Other","Hispanic","Catholic","Single"
"2105",3,1,1,4,1,1,1,2,3,10,3,"Male",42,"High School","Full Time","White","Christian","Single"
"2106",4,2,1,7,0,0,1,2,4,1,3,"Male",29,"Some College","Self Employed","White","None","Single"
"2107",2,1,1,2,2,1,2,1,2,7,3,"Male",21,"Some College","Other","Hispanic","Other","Single"
"2108",2,1,5,6,0,0,3,2,3,3,3,"Male",48,"High School","Full Time","White","None","Married"
"2109",2,1,2,3,1,1,1,1,2,10,3,"Female",44,"Degree","Full Time","White","Christian","Married"
"2110",2,1,5,4,0,1,3,1,2,10,3,"Male",24,"High School","Full Time","Hispanic","Catholic","Married"
"2111",2,1,4,6,1,0,2,1,1,10,3,"Female",19,"High School","Other","Other","Other","Married"
"2112",1,1,1,7,0,0,2,1,1,7,3,"Male",60,"High School","Full Time","Other","Christian","Separated"
"2113",3,2,1,7,0,0,3,3,3,1,3,"Male",43,"High School","Full Time","Other","None","Married"
"2114",3,2,1,7,0,0,2,2,3,3,3,"Male",52,"High School","Full Time","White","None","Married"
"2115",3,1,4,5,1,1,2,1,3,6,3,"Male",26,"Some College","Housewife","White","Catholic","Married"
"2116",4,NA,1,7,0,0,1,2,4,1,3,"Male",49,"Some College","Full Time","White","None","Married"
"2117",2,1,1,3,2,1,2,1,1,10,3,"Male",57,"High School","Full Time","Black","Catholic","Married"
"2118",3,1,3,1,2,1,2,1,1,10,3,"Female",33,"Primary School","Full Time","Hispanic","Catholic","Married"
"2119",2,1,1,2,2,1,1,1,1,10,3,"Male",81,"High School","Unemployed","White","Other","Widowed"
"2120",2,1,1,1,1,1,2,1,1,10,3,"Female",56,"High School","Housewife","Hispanic","Other","Married"
"2121",1,1,1,6,1,1,2,1,1,10,3,"Female",62,"Some College","Full Time","Black","Catholic","Married"
"2122",2,1,1,2,2,1,2,1,1,10,3,"Male",54,"Some College","Full Time","White","Other","Married"
"2123",2,1,1,2,2,1,1,1,2,10,3,"Male",53,"High School","Other","Black","Other","Separated"
"2124",3,1,1,7,0,1,1,1,3,10,3,"Female",55,"High School","Unemployed","Hispanic","None","Married"
"2125",3,1,5,4,1,1,2,1,2,10,3,"Male",36,"Primary School","Full Time","Hispanic","Catholic","Married"
"2126",2,1,1,2,2,1,1,1,1,10,3,"Female",31,"Degree","Part Time","White","Christian","Single"
"2127",2,1,1,3,1,1,2,1,1,10,3,"Female",62,"High School","Full Time","White","Catholic","Married"
"2128",1,1,1,2,2,1,2,1,2,10,3,"Male",44,"Some College","Full Time","White","Other","Married"
"2129",3,1,NA,5,1,1,2,1,3,8,3,"Female",23,"Some College","Full Time","White","None","Single"
"2130",2,1,1,2,1,1,1,1,1,10,3,"Female",56,"Primary School","Full Time","White","Other","Married"
"2131",2,1,1,4,1,1,2,1,2,10,3,"Male",58,"Degree","Full Time","White","Catholic","Married"
"2132",2,1,1,2,1,1,1,1,1,10,3,"Female",85,"Some College","Unemployed","White","Catholic","Married"
"2133",2,1,1,7,0,0,1,2,3,8,3,"Female",54,"Degree","Full Time","White","Catholic","Married"
"2134",3,1,5,6,0,1,2,1,2,10,3,"Male",53,"High School","Full Time","White","Other","Married"
"2135",2,1,5,2,2,1,3,1,1,9,3,"Male",53,"Degree","Full Time","White","Catholic","Married"
"2136",1,1,1,3,2,1,1,1,1,10,3,"Female",68,"Degree","Unemployed","Black","Christian","Widowed"
"2137",2,1,3,4,1,1,1,1,3,5,3,"Female",49,"Degree","Full Time","White","Catholic","Single"
"2138",NA,1,1,7,0,1,1,2,3,9,3,"Female",61,"Some College","Full Time","White","None","Separated"
"2139",3,1,1,4,1,1,2,1,2,8,3,"Female",50,"Degree","Housewife","White","Christian","Married"
"2140",1,1,1,6,1,1,1,1,1,10,3,"Female",66,"High School","Unemployed","White","None","Married"
"2141",2,1,2,6,0,1,3,1,2,10,3,"Female",58,"High School","Full Time","White","Catholic","Married"
"2142",3,1,7,6,2,1,1,1,1,10,3,"Female",57,"High School","Unemployed","Black","None","Married"
"2143",2,1,5,3,2,0,2,1,1,10,3,"Female",38,"High School","Full Time","Hispanic","Catholic","Married"
"2144",3,1,1,4,1,1,1,2,2,10,3,"Male",47,"High School","Full Time","Hispanic","Christian","Married"
"2145",2,1,3,7,0,1,1,1,1,7,3,"Female",26,"Degree","Full Time","Black","None","Married"
"2146",1,1,1,2,2,1,1,1,1,10,3,"Male",56,"High School","Self Employed","White","Catholic","Married"
"2147",3,1,2,7,0,0,1,2,4,3,3,"Male",60,"Degree","Full Time","Hispanic","None","Married"
"2148",1,1,1,3,1,1,1,1,1,10,3,"Male",43,"High School","Full Time","White","Other","Married"
"2149",2,1,1,3,2,1,2,1,1,10,3,"Male",61,"Degree","Full Time","White","Christian","Married"
"2150",3,1,2,7,0,0,2,1,4,9,3,"Female",42,"High School","Full Time","Hispanic","None","Married"
"2151",3,1,4,7,0,0,1,1,1,10,3,"Female",26,"High School","Other","White","None","Married"
"2152",3,1,3,4,1,0,3,2,2,5,3,"Male",20,"Some College","Part Time","White","Catholic","Single"
"2153",2,1,1,7,0,0,2,1,3,7,3,"Female",56,"Degree","Unemployed","Hispanic","Catholic","Married"
"2154",2,1,2,5,1,1,3,1,2,10,3,"Female",56,"High School","Unemployed","White","Catholic","Separated"
"2155",2,1,NA,6,0,1,2,1,2,10,3,"Male",22,"High School","Full Time","Hispanic","Catholic","Married"
"2156",3,2,3,7,0,0,3,3,4,1,3,"Male",46,"Degree","Full Time","White","None","Married"
"2157",2,1,1,2,2,1,3,1,1,10,3,"Female",37,"Some College","Part Time","White","Catholic","Single"
"2158",3,1,2,5,1,0,2,1,3,7,3,"Male",61,"Degree","Unemployed","White","Catholic","Married"
"2159",1,1,3,7,1,1,2,2,2,6,3,"Male",21,"High School","Other","Black","None","Single"
"2160",2,1,5,6,0,1,2,1,3,7,3,"Male",30,"Some College","Full Time","White","None","Married"
"2161",3,1,1,6,0,0,2,1,3,8,3,"Female",44,"High School","Full Time","White","Christian","Married"
"2162",2,1,2,7,1,0,3,1,2,6,3,"Male",72,"High School","Part Time","White","Christian","Married"
"2163",3,1,1,2,2,1,1,1,1,10,3,"Male",61,"Some College","Unemployed","Hispanic","Catholic","Married"
"2164",3,1,1,7,1,1,1,1,2,10,3,"Female",29,"High School","Housewife","White","None","Married"
"2165",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"Female",61,"Degree",NA,"Hispanic",NA,"Married"
"2166",1,1,NA,2,0,1,2,1,1,9,3,"Female",63,"High School","Full Time","White","Catholic","Married"
"2167",2,1,1,2,2,1,2,1,1,10,3,"Male",19,"Some College","Other","White","Christian","Single"
"2168",1,1,5,4,1,1,4,1,1,10,3,"Male",51,"High School","Full Time","Hispanic","None","Single"
"2169",3,1,1,2,1,1,2,2,1,6,3,"Female",60,"Degree","Full Time","White","None","Separated"
"2170",3,2,1,5,0,0,1,3,4,1,3,"Female",20,"Some College","Other","White","None","Single"
"2171",1,1,1,7,0,0,2,2,2,5,3,"Male",19,"High School","Other","Black","None","Single"
"2172",3,1,2,6,1,0,2,1,2,8,3,"Female",46,"High School","Full Time","Hispanic","Catholic","Married"
"2173",4,1,1,7,0,0,1,2,4,1,3,"Male",34,"Degree","Other","Hispanic","None","Married"
"2174",2,1,10,6,0,1,2,1,2,10,3,"Female",55,"High School","Other","White","Catholic","Married"
"2175",3,1,1,7,0,0,2,2,2,10,3,"Male",36,"Some College","Full Time","Hispanic","None","Married"
"2176",NA,1,NA,4,1,0,1,1,2,NA,3,"Female",27,"High School",NA,"Hispanic",NA,"Separated"
"2177",2,1,5,7,1,1,2,1,1,10,3,"Male",52,"High School","Full Time","White","Catholic","Single"
"2178",3,1,1,7,0,1,2,1,1,10,3,"Female",58,"Some College","Unemployed","White","Christian","Married"
"2179",2,1,1,6,0,1,3,1,2,10,3,"Female",68,"High School","Full Time","White","Other","Widowed"
"2180",2,1,2,6,1,1,2,1,1,10,3,"Female",69,"High School","Unemployed","White","Christian","Widowed"
"2181",1,1,1,2,2,1,2,1,1,10,3,"Female",50,"Degree","Full Time","White","Christian","Married"
"2182",2,1,1,2,2,1,2,1,1,NA,3,"Male",73,"High School","Part Time","White","Christian","Married"
"2183",3,1,1,2,2,1,1,1,1,10,3,"Female",24,"Some College","Full Time","White","Christian","Single"
"2184",1,1,1,3,2,1,3,2,2,10,3,"Male",74,"Primary School","Unemployed","White","Christian","Widowed"
"2185",3,1,1,4,1,0,3,2,3,5,3,"Male",27,"Degree","Part Time","White","Judaism","Single"
"2186",2,1,1,1,2,1,3,1,1,10,3,"Male",24,"Degree","Unemployed","White","Christian","Married"
"2187",2,1,1,6,1,0,4,2,2,9,3,"Male",68,"High School","Part Time","Black","Christian","Married"
"2188",3,1,1,4,0,0,2,1,3,5,3,"Male",52,"Degree","Full Time","White","Catholic","Single"
"2189",2,1,1,4,1,1,1,2,2,8,3,"Female",35,"Degree","Part Time","White","Christian","Separated"
"2190",3,1,3,7,1,1,3,2,3,8,3,"Male",44,"Degree","Full Time","White","Christian","Married"
"2191",2,1,1,2,2,1,3,1,1,10,3,"Female",70,"Degree","Unemployed","White","Catholic","Married"
"2192",1,1,1,3,1,1,3,2,3,6,3,"Male",42,"Degree","Self Employed","White","Christian","Married"
"2193",2,1,1,3,1,1,2,1,1,10,3,"Male",65,"Degree","Full Time","White","Christian","Separated"
"2194",4,2,1,7,0,0,2,3,4,2,3,"Female",31,"Some College","Full Time","Other","None","Married"
"2195",4,2,1,7,0,0,1,3,4,1,3,"Male",19,"Some College","Other","White","None","Married"
